emp_no,first_name,last_name,title,from_date,salary
89613,Billie,Feldmann,Staff,1986-07-04,53494
12454,Kerryn,Farris,Staff,1998-12-18,41347
228223,Pranav,Hatcliff,Staff,1988-01-06,53737
89567,Kankanahalli,Masand,Staff,1986-12-04,61968
490786,Martijn,Zizka,Staff,1997-03-22,40000
491003,Tzvetan,Krichel,Staff,1985-11-20,63629
19205,Moto,Sinitsyn,Staff,1998-02-13,93690
28599,Youpyo,Szilard,Staff,1996-11-13,67815
47034,Mario,Krupka,Staff,1985-08-28,46160
491020,Xianlong,Chartres,Staff,1989-01-05,40000
80810,Khalid,Merkl,Staff,1993-07-06,72305
491025,Garnik,Kroon,Staff,1987-03-01,79835
266017,Gift,Spelt,Staff,1995-01-27,68777
491074,Kien,Baar,Staff,1985-05-29,67630
232626,Behnaam,Codenie,Staff,1985-12-22,40000
47022,Mostafa,Terlouw,Staff,1995-11-23,40000
89480,Palash,Angelov,Staff,1985-10-28,71409
419835,Kauko,Oppitz,Staff,1993-09-16,76777
89448,Vidya,Akiyama,Staff,1987-08-01,41561
298224,Val,Schmiedel,Staff,1994-04-27,75525
491130,Sven,Speek,Staff,1996-03-07,43016
28596,Perla,Porotnikoff,Staff,1987-04-07,81312
19202,Tommaso,Munke,Staff,1985-02-25,72229
491146,Kwee,Lakshmanan,Staff,1985-05-30,65764
491151,Marco,Mitina,Staff,1993-12-11,40000
491153,Zhigen,Emmerich,Staff,1985-07-13,46260
47010,Goh,Nannarelli,Staff,1987-06-08,55775
89416,Mariangiola,Nitsch,Staff,1990-07-25,40000
491362,Padma,Falco,Staff,1987-05-22,40000
217967,Candido,Merli,Staff,1987-09-28,80085
491380,Phillip,Linares,Staff,1985-06-01,79287
224368,Aksel,Ventosa,Staff,1985-07-06,40000
220426,KayLiang,Plesums,Staff,1986-04-16,47444
491414,Kazuhiro,Ratnaker,Staff,1985-06-04,64599
80962,Ute,Broder,Staff,1988-08-16,52745
102733,Marie,Angiulli,Staff,1985-09-10,66824
202360,Indrajit,Jeong,Staff,1994-06-01,48372
89381,Paraskevi,Anily,Staff,1988-06-15,71064
89379,Akeel,Bisiani,Staff,1995-11-20,67084
491459,Jiann,Gewali,Staff,1999-08-07,72969
491466,Reinhold,Rettelbach,Staff,1987-12-29,64550
19201,Arto,Sommen,Staff,1998-04-29,85848
491475,Chiradeep,Kitsuregawa,Staff,1996-09-22,90268
46972,Srinidhi,Rahimi,Staff,2000-01-29,88561
217963,Vojin,Badache,Staff,1987-03-21,40000
202372,Bernardo,Msuda,Staff,1987-07-25,58626
89344,Angel,Peir,Staff,1988-10-18,40000
37303,Rasikan,Piancastelli,Staff,1988-01-04,59660
46953,Lucien,Luga,Staff,1987-10-20,43352
491781,Mona,Terwilliger,Staff,1987-03-14,46730
89232,Remzi,Herath,Staff,1985-07-23,40000
28565,Rosalie,Bain,Staff,1995-06-20,77381
34730,Jiong,Terwilliger,Staff,1987-04-20,40000
46927,Khaled,Matheson,Staff,1995-01-25,40000
89194,Arunachalam,Picht,Staff,1992-09-28,40000
491809,Yongqiao,Demir,Staff,1996-01-18,65693
266333,Moss,Oppitz,Staff,1996-05-19,52343
207960,Aron,Uludag,Staff,1999-02-01,76762
491859,Tsuneo,Bach,Staff,1986-11-11,60084
491892,Arfst,Gruenwald,Staff,1998-08-25,73423
492118,Maha,Murthy,Staff,1988-08-28,67461
81049,Takahito,Claffy,Staff,1986-02-03,40000
492119,Dipankar,Bennet,Staff,1995-10-25,40000
225594,Mariusz,Emmerich,Staff,1990-09-04,54347
19151,Jeanne,Peral,Staff,1992-10-06,40000
492170,Sakthirel,Ushiama,Staff,1986-01-28,49221
81052,Ziya,Levergood,Staff,1997-05-27,46518
89184,Chriss,Fargier,Staff,1988-08-31,40000
492236,Xiaocheng,Delgrande,Staff,1988-07-22,58097
81079,Nahla,Mellouli,Staff,1995-07-07,53145
492508,Uno,Eastman,Staff,1988-10-17,51643
266389,Armond,Pauthner,Staff,1988-05-18,61555
492558,Yoshimitsu,Melter,Staff,1986-05-21,40000
202386,Nadjib,Marshall,Staff,1992-11-04,86296
46900,Parke,Peot,Staff,1988-04-08,54651
492570,Maris,Plotkin,Staff,1988-03-27,56732
96521,Gro,Imataki,Staff,1985-11-18,71383
202407,Oscal,Suessmith,Staff,1985-03-06,40000
492597,Bedrich,Takanami,Staff,1985-09-24,40000
492612,Guangming,Matzke,Staff,1991-07-11,62794
220590,Zita,Luit,Staff,1991-04-03,53481
492614,Xiaoshan,Frolund,Staff,1991-01-27,79697
413052,Martial,England,Staff,1994-02-23,88569
46838,Yakichi,Marzano,Staff,1988-10-25,68645
492622,Pintsang,Kading,Staff,1999-11-15,75306
492633,Taiji,Malinowski,Staff,1985-09-12,108328
81189,Serge,Broomell,Staff,1986-04-13,67012
207947,Basil,Lamma,Staff,1988-01-18,40000
492643,Renny,Homond,Staff,1996-07-16,50109
492831,Yonghong,Liesche,Staff,1999-08-28,76637
28528,Sariel,Veccia,Staff,1990-08-12,42429
492840,Yuchang,Pfau,Staff,1988-07-13,86909
220617,Turgut,Millington,Staff,1988-02-11,56064
492844,Falguni,Prenel,Staff,1985-12-12,40000
46824,Almudena,Kropp,Staff,1988-11-07,40000
89128,Dmitry,Kitsuregawa,Staff,1993-03-31,71864
492887,Soenke,Luby,Staff,1987-05-19,67037
81236,Boguslaw,Walstra,Staff,1991-04-16,40000
81250,Jixiang,Zweizig,Staff,1987-06-21,54971
89074,Dmitry,Chandrasekhar,Staff,1995-12-15,63171
81264,Dannz,Erdmenger,Staff,1985-09-19,50625
266471,Quingbo,Birke,Staff,1998-03-23,70695
492950,Theron,Wilfing,Staff,1997-09-18,56079
81286,Richara,Fontet,Staff,1988-03-10,40000
266476,Sastry,Rodiger,Staff,1996-12-15,40000
81303,Ghassan,Berstel,Staff,1987-04-10,70323
28476,Zongyan,Rebaine,Staff,1988-05-12,47961
217888,Parke,Speer,Staff,1987-04-20,52292
14693,Brewster,Stranks,Staff,1986-05-05,59960
46755,Jenwei,Frezza,Staff,1993-07-14,66106
88947,Ronghao,Marletta,Staff,1988-11-17,40000
81338,Xiaoqiang,Erol,Staff,1992-07-28,46208
28440,Cordelia,Tomescu,Staff,1993-02-24,52279
493313,Mohammed,Fabrizio,Staff,1985-12-13,51601
493330,Hidekazu,Lanphier,Staff,1989-06-23,40000
81363,Selwyn,McAffer,Staff,1985-04-11,85442
493352,Thodoros,Sigstam,Staff,1986-01-10,40000
104029,Alper,Pagter,Staff,1998-05-30,78220
228246,Bartek,Aloisi,Staff,1990-08-22,71581
88945,Miomir,Jahnichen,Staff,1987-12-31,51369
266500,Hidekazu,Brickell,Staff,1993-10-03,81812
88938,Rosine,Detkin,Staff,1996-10-15,58097
46683,Ger,Wynblatt,Staff,1997-01-10,72751
88936,Hironobu,Belinskaya,Staff,1991-01-29,76884
220642,Cathie,Srimani,Staff,1988-05-16,62944
88890,Pranjal,Aloisi,Staff,1987-12-30,75936
103591,Moni,Vakili,Staff,1985-03-11,69105
202508,Remco,Cangellaris,Staff,1993-03-08,70372
88866,Munehiro,Babb,Staff,1986-10-07,47424
88855,Bojan,Zweizig,Staff,1997-11-26,83433
88825,Fun,Alvarado,Staff,1998-10-22,64077
493524,Changho,Cooke,Staff,1988-08-07,52369
46672,Heekeun,Rehfuss,Staff,1986-04-04,40000
88806,Laurentiu,Ernst,Staff,1993-07-12,56404
493761,Giap,Arlazarov,Staff,1995-10-20,57116
81401,Monique,Kaltofen,Staff,1992-03-18,45372
37296,Arno,Zaccaria,Staff,1992-11-01,40000
493788,Maha,Cronau,Staff,1992-11-25,71250
203180,Faiza,Peac,Staff,1988-12-25,74505
493794,Manibrata,McFarlin,Staff,1992-02-10,68288
217833,DAIDA,Delgrossi,Staff,1992-03-25,40000
493800,Constantine,Zallocco,Staff,1985-08-03,58870
81412,Zhenhua,Menyhert,Staff,1985-02-13,63222
493804,Perry,Polupanov,Staff,1995-05-02,53953
28383,Gladys,Chimia,Staff,1988-10-09,69090
228269,Aluzio,Varman,Staff,1988-08-06,40000
207864,Mingzeng,Steinauer,Staff,1988-05-18,40000
88776,Bedir,Kaiser,Staff,1994-07-22,46507
81430,Jackson,Milicia,Staff,1992-01-10,49769
493857,Alagu,Ecklund,Staff,1994-01-28,71398
34584,Uzi,Chartres,Staff,1988-10-01,53101
46603,Tesuya,Miara,Staff,1992-11-30,78629
232686,Kazuhiko,Akiyama,Staff,1996-07-19,52341
217792,Radhia,Gaughan,Staff,1987-08-05,101052
220718,KayLiang,Polajnar,Staff,1988-10-07,59267
28359,Kshitij,Stellhorn,Staff,1987-04-24,50744
88764,Aloys,Turnbull,Staff,1986-11-06,62130
494128,Brewster,Chiodo,Staff,1987-06-20,110843
46587,Macha,Baaleh,Staff,1993-05-10,80392
494136,Florian,Edelhoff,Staff,1994-04-07,78047
81449,Arve,Halloran,Staff,1988-01-11,55086
266849,Gill,Asmuth,Staff,1991-04-17,48982
494155,Byong,Schwabacher,Staff,1985-11-13,77581
88754,Garnet,Thorensen,Staff,1986-09-29,73413
81500,Aran,Katzenelson,Staff,1990-04-30,40000
228307,Munir,Belinskaya,Staff,1985-12-27,53125
207861,Idoia,Picht,Staff,1994-08-14,41493
494270,Kasturi,Jonsson,Staff,1991-10-06,88487
81508,Bokyung,Janocha,Staff,1985-12-17,62610
202575,Wuxu,Christ,Staff,1991-12-23,74183
88698,Mary,Lundstrom,Staff,1991-12-04,46666
494300,Zeljko,Oberman,Staff,1997-09-29,80772
494302,Qingxiang,Polajnar,Staff,1988-07-23,48701
298598,Bouchung,Vandervoorde,Staff,1988-10-14,74263
46576,Kasidit,Lorys,Staff,1998-12-05,40000
81517,Xiong,Reutenauer,Staff,1988-01-27,90488
266885,Shawna,Bojadziev,Staff,1985-11-04,40565
88679,Genta,Lichtner,Staff,1986-04-15,59851
81519,Udi,Jumpertz,Staff,1986-07-20,40000
88615,Weicheng,Shrader,Staff,1985-07-30,54777
88563,Mototsugu,Rodite,Staff,2000-01-07,56118
298601,Gro,Demir,Staff,1990-11-19,47612
81527,Arnd,Bouloucos,Staff,1985-07-09,103938
217734,Tayeb,Eldridge,Staff,1999-06-20,66838
96597,Jaihie,Wolniewicz,Staff,1996-07-02,40000
494648,Junichi,Bahk,Staff,1986-11-24,40000
81543,Jianhui,Ishibashi,Staff,1988-11-21,74442
88491,Mabry,Swiler,Staff,1990-09-21,79982
494898,Randy,Ferriere,Staff,1988-06-06,48474
413067,Monique,Basagni,Staff,1988-12-25,40000
202605,Hercules,Merel,Staff,1985-03-04,72543
494909,Genta,Liedekerke,Staff,1990-10-10,57727
298642,Conor,Jording,Staff,1985-11-22,54638
494963,Shugo,Iisaka,Staff,1988-09-30,54720
46567,Khatoun,Kirkerud,Staff,1998-01-16,63043
81558,Xiaoheng,Varman,Staff,1989-06-11,54444
88399,Thodoros,Pettit,Staff,1997-08-10,40000
220729,Shimshon,Kamber,Staff,1994-05-08,60241
228320,Wonhee,Murrill,Staff,1991-03-13,60533
88385,Tran,Besancenot,Staff,1985-04-30,61724
266990,Renny,Skrikant,Staff,1987-04-29,40000
28350,Theron,Heusch,Staff,1987-06-07,70661
88291,Piyawadee,Vecchio,Staff,1986-11-30,101626
495033,Gal,Halloran,Staff,1992-10-16,63432
46561,Sivanarayana,Potthoff,Staff,1987-06-11,66087
495047,Tetsushi,Barbanera,Staff,1985-04-28,40000
81603,Suzette,Zuberek,Staff,1988-02-04,68350
495238,Georg,Bael,Staff,1997-06-22,61423
202626,Berna,Schreiter,Staff,1988-10-14,62855
495248,Baocai,Weisert,Staff,1998-07-21,78810
267024,Manu,Walstra,Staff,1993-07-27,40000
88269,Demin,Kaelbling,Staff,1986-08-09,53523
495287,Babette,Fontet,Staff,1988-02-18,56949
81710,Girolamo,Hennings,Staff,1988-05-31,48749
495289,Mori,Oxenboll,Staff,1990-11-21,40000
37281,Gita,Fontan,Staff,1989-05-28,69468
28345,Tamiya,Seghrouchni,Staff,1989-09-07,69757
81747,Vitali,Tanemo,Staff,1996-02-14,80349
81751,Ulises,Salinas,Staff,1997-01-01,40000
81755,Peer,Beeson,Staff,1997-02-26,40000
202651,Jeane,Sichman,Staff,1986-02-25,68939
88192,Bader,Copas,Staff,1985-05-30,40000
217653,Jackson,Awdeh,Staff,1987-07-18,40000
413071,Muzhong,Benantar,Staff,1985-04-18,61425
88190,Lech,Radivojevic,Staff,1993-04-20,54848
202661,Luise,Schueller,Staff,1994-08-07,53227
46532,Siamak,Ruther,Staff,1988-02-15,64589
88127,Sushant,Hooghiemstra,Staff,1987-04-25,84840
495615,Tetsushi,Rosis,Staff,1987-07-24,60315
88080,Mack,Heuser,Staff,1986-09-30,82758
495696,Khaled,Crabtree,Staff,1986-08-23,40000
28330,Weidon,Hagimont,Staff,1987-05-01,40000
298665,Hongzhu,Vickson,Staff,1987-08-09,40000
88079,Karlis,Hmelo,Staff,1992-11-13,40000
495755,Jiang,Erni,Staff,1986-10-18,70106
267249,Ziya,Range,Staff,1986-06-04,49634
495761,Koldo,Covnot,Staff,1999-11-06,67832
81856,Masamitsu,Maierhofer,Staff,1991-05-02,40000
88013,Frederique,Vasanthakumar,Staff,1998-11-16,78137
46407,Hideyuki,Braunmuhl,Staff,1993-12-09,40000
202691,Mohit,Kenevan,Staff,1998-07-10,40000
267257,Somnath,Sidhu,Staff,1989-10-17,93465
228337,Yechezkel,Jeansoulin,Staff,1998-05-18,75276
87991,Fusako,Gubsky,Staff,1992-10-14,40000
28322,Premal,Millington,Staff,1985-05-10,51484
232692,Yakichi,Copas,Staff,1997-04-01,64910
496017,Faiza,Rodham,Staff,1986-05-30,50839
46356,Sham,Przulj,Staff,1986-10-03,79940
87974,Shunichi,Peac,Staff,1988-11-07,60286
496020,Lene,Coombs,Staff,1996-07-11,58868
81907,Jouko,Merkl,Staff,1999-05-09,59700
19147,Chaitali,Bennis,Staff,1988-10-18,76197
419844,Yefim,Blokdijk,Staff,1992-12-31,70049
81973,Shigenori,Panienski,Staff,1987-08-22,80865
87897,Tzu,Suwa,Staff,1986-07-21,57195
87877,Sampalli,Undy,Staff,1989-07-22,53108
217559,Taizo,Cappelli,Staff,1999-08-16,69842
496405,Eran,Cangellaris,Staff,1987-11-16,40000
81988,Lene,Pews,Staff,1986-04-15,46216
496427,Gennady,Tzvieli,Staff,1987-02-22,47802
267280,Josyula,Fraisse,Staff,1989-12-06,40016
81998,Mari,Iwayama,Staff,1988-05-25,53285
496479,Arup,Botman,Staff,1988-12-31,64888
100673,Giri,Jiang,Staff,1986-12-31,66753
87806,Khatoun,Shokrollahi,Staff,1985-06-22,73596
102738,Ramya,Tchuente,Staff,1987-04-13,40000
82002,King,Farris,Staff,1985-05-23,67766
496506,Halsur,Chiola,Staff,1986-02-02,40000
202736,Aloke,Asmuth,Staff,1985-12-08,40000
87793,Fatemeh,Kakkar,Staff,1994-07-21,59338
217451,Sanjoy,Giarratana,Staff,1996-04-30,57706
267295,Guiseppe,Fujisaki,Staff,1997-09-02,78325
11567,Teiji,Mitzlaff,Staff,1988-02-03,86261
217404,Troy,Candan,Staff,1986-07-19,59376
87765,Theirry,Garnham,Staff,1987-08-09,61690
28321,Heather,Oehlmann,Staff,1988-06-11,63173
46339,Stepehn,Linares,Staff,1988-10-31,56890
232716,Manu,Bruckman,Staff,1999-12-12,66737
496778,Zijian,Ghazalie,Staff,1999-05-05,79929
267344,Otmar,Ghemri,Staff,1994-12-18,47601
82110,Vugranam,Gecsel,Staff,1988-11-09,48328
96617,Shirish,Peak,Staff,1991-02-02,86569
202854,Mohamadou,Massonet,Staff,1996-02-04,67865
496837,Rafael,Marchesini,Staff,1996-01-15,40000
202883,Mohd,Sluis,Staff,1991-07-20,44784
82130,Maia,Nergos,Staff,1987-01-04,79273
87711,Willard,Dulay,Staff,1988-11-16,73147
207856,Adit,Terkki,Staff,1985-02-27,40000
496882,Abdelghani,Vural,Staff,1996-06-16,56434
298922,Kwangyoen,Schieder,Staff,1996-06-20,72152
496897,Jackson,Kakkad,Staff,1998-09-26,40000
497091,Leandro,Nyrup,Staff,1987-04-28,42426
82145,Zhongwei,Pagter,Staff,1999-12-13,46607
87638,Fay,Raczkowsky,Staff,1988-03-16,40000
87603,Mostafa,Hellwagner,Staff,1986-04-26,55482
497119,Mizuhito,Yamaashi,Staff,1989-12-28,70885
82151,Keiichiro,Terekhov,Staff,1994-05-16,74789
217385,Sadun,Smailagic,Staff,1992-06-26,80436
220868,Christoph,Lovengreen,Staff,1995-02-02,67650
87534,Golgen,Apsitis,Staff,1986-06-13,78592
28318,Teunis,Whitcomb,Staff,1986-06-20,40000
267378,Tiina,Kawashimo,Staff,1988-08-30,58504
82187,Stevo,Marakhovsky,Staff,1986-04-13,53744
203159,Kristian,Przulj,Staff,1995-12-16,40000
87526,Turgut,Lanphier,Staff,1986-03-15,63579
267383,Anyuan,Verhoeff,Staff,1987-06-06,50504
46326,Harjit,Paludetto,Staff,1992-02-22,40000
28298,Holgard,Ritcey,Staff,1988-07-03,79373
202948,Haldon,Bruckman,Staff,1997-06-21,54557
87454,Terresa,Veeraraghavan,Staff,1986-07-07,40000
497471,Luigi,Kragelund,Staff,1995-12-21,43447
497493,Phuoc,Chandrasekhar,Staff,1997-02-17,54057
220881,Subbu,Wissmann,Staff,1991-01-12,49042
497516,Morrie,Szilard,Staff,1985-08-31,63892
16729,Kirk,Broomell,Staff,1992-05-07,51318
96630,Danai,Porenta,Staff,1992-01-31,82761
87426,Yucai,Hmelo,Staff,1985-09-26,40000
46316,Padma,Karnin,Staff,1985-05-24,68015
82263,Vishv,Haumacher,Staff,1996-07-03,77210
203000,Tooru,Ibel,Staff,1990-07-09,69892
87366,Aria,Rubsam,Staff,1985-10-12,73278
14655,Jingling,Segond,Staff,1987-06-03,65742
220888,Sadok,Szilard,Staff,1992-05-06,42617
28288,Martijn,Niizuma,Staff,1985-04-13,40000
46247,Sachem,Bach,Staff,1997-10-27,40000
87319,Zita,Bain,Staff,1985-05-23,40000
228411,Khaled,Hofstetter,Staff,1992-08-28,45332
28242,Thodoros,Vasanthakumar,Staff,1986-06-15,86610
87306,Mabhin,Speckmann,Staff,1995-11-07,40000
497638,Kinh,Chachaty,Staff,1997-02-24,72308
82318,Branimir,Hashii,Staff,1986-03-20,45105
207827,Remco,Tasistro,Staff,1988-05-29,63979
82324,Ashish,Knightly,Staff,1997-03-16,62431
87302,Martina,Garigliano,Staff,1987-03-19,45472
497876,Moni,Kavanagh,Staff,1997-11-14,72510
32858,Tesuro,Fioravanti,Staff,1988-08-17,45763
46189,Yongdong,Reistad,Staff,1990-06-24,61523
82349,Tsz,Birjandi,Staff,1988-08-17,63760
87274,Hilari,Gide,Staff,1985-07-27,70387
203050,Chandrasekaran,Georg,Staff,1985-07-03,44513
82354,Badri,Trogemann,Staff,1993-09-05,76493
498220,Marla,Koprowski,Staff,1985-08-10,40000
267682,Baoqiu,dAstous,Staff,1986-06-07,40000
87269,IEEE,Etalle,Staff,1990-07-05,48145
498232,Murthy,Conde,Staff,1994-02-07,57567
298967,Tsutomu,Felder,Staff,1987-01-26,40000
82385,Sanjai,Biran,Staff,1998-11-18,75274
203053,Shrikanth,Luke,Staff,1997-09-03,86271
82397,Mart,Peris,Staff,1987-04-11,70248
10512,Udi,Gihr,Staff,1989-11-28,40000
87234,Boriana,Mungall,Staff,1988-09-04,111013
498287,Oscar,Pettis,Staff,1993-10-07,76629
267692,Vishu,Spelt,Staff,1986-05-20,50716
498311,Rajmohan,Zeidenstein,Staff,1996-05-27,46937
200008,Zeydy,Hutter,Staff,1986-10-10,52321
228480,Marc,Gornas,Staff,1987-03-23,76171
232722,Mitchel,Srimani,Staff,1999-10-30,55443
267702,Gritta,Tzvieli,Staff,1997-09-21,73724
87223,Shichao,Baezner,Staff,1986-02-28,75235
498391,Kristina,Lagarias,Staff,1987-08-14,57833
96646,Kiam,Shobatake,Staff,1996-11-11,44423
498395,Youjian,Foong,Staff,1994-08-08,74188
203086,Fabrizio,Oberman,Staff,1985-06-19,40000
267706,Miomir,Rusterholz,Staff,1987-12-18,62086
87186,Shaowei,Luby,Staff,1988-12-16,67970
498436,Shaowei,Keohane,Staff,1989-03-03,60380
82458,Barun,Peres,Staff,1987-11-23,92245
100686,True,Beausoleil,Staff,1987-06-14,75314
220903,Marlo,Domenig,Staff,1986-09-24,72872
498462,Renny,Iisaku,Staff,1986-07-19,55565
46124,Shunichi,Barinka,Staff,1988-09-19,57654
217265,Shimshon,Glinert,Staff,1987-01-24,40000
87107,Kasturi,Peir,Staff,1988-01-11,72427
87095,Jixiang,Laurillard,Staff,1998-08-08,49047
96648,Josyula,Perez,Staff,1993-08-08,69830
498478,Kwee,Feldmann,Staff,1988-08-11,56688
46109,Kiyotoshi,Kragelund,Staff,1992-05-28,102429
203117,Genki,Mukaidono,Staff,1987-12-02,50568
87066,Jaber,Zobel,Staff,1985-12-20,40000
220907,Pramod,McClure,Staff,1985-02-16,50413
46059,Susumu,DuCasse,Staff,1997-05-27,75362
220925,Muneo,Piancastelli,Staff,1992-11-28,87356
87060,Willard,Birdsall,Staff,1987-03-31,60460
203137,Mats,Ebeling,Staff,1986-05-02,64804
499035,Lene,Neiman,Staff,1987-01-03,82037
203131,Ulises,Suwa,Staff,1988-04-19,78174
87047,True,Beilner,Staff,1986-05-15,40000
45998,Inderjeet,Rodiger,Staff,1996-06-20,41444
499128,Conal,Swiler,Staff,1986-06-18,62421
82568,Giri,Flanders,Staff,1987-05-09,66444
499132,Leucio,Cyre,Staff,1988-02-06,40000
267722,Baruch,Cangellaris,Staff,1998-03-11,82434
86887,Martijn,Roison,Staff,1993-06-23,50962
220933,Izaskun,Openshaw,Staff,1987-06-19,40000
86856,Vasilis,Perelgut,Staff,1998-09-26,60431
82572,Moie,Brattka,Staff,1985-04-01,72854
499206,Dmitry,Kohling,Staff,1985-09-04,75612
207798,Munir,Gyorkos,Staff,1987-06-29,80464
82573,Genevieve,Berendt,Staff,1998-05-19,52671
28209,Gadiel,Millington,Staff,1989-08-07,55371
86853,Dhritiman,Giveon,Staff,1990-04-21,91809
499275,Shridhar,Zlotek,Staff,1985-07-22,94324
82585,Berry,Bodoff,Staff,1986-06-28,52198
499292,Sarita,Schiettecatte,Staff,1999-10-19,61862
499304,Serap,Luga,Staff,1985-05-03,57427
96706,Yaghout,Iisaku,Staff,1992-12-13,40000
217201,Serif,Papadias,Staff,1986-01-27,78596
225606,Jixiang,Rosen,Staff,1998-06-03,40000
86851,Kensyu,Schusler,Staff,1987-04-25,44504
499543,Juichirou,Kenevan,Staff,1987-10-22,48968
45977,Ulf,Wiegley,Staff,1996-06-29,44570
220998,Eckart,Bael,Staff,1999-10-02,81524
82609,Kazuhide,Marzano,Staff,1986-06-03,70316
86788,Golgen,Saoudi,Staff,1986-02-08,47427
413154,Patricio,McDermid,Staff,1990-06-26,40000
203194,Mooi,Usery,Staff,1988-02-13,40000
86776,Palash,Danecki,Staff,1987-11-30,45270
86738,Subhash,Antonisse,Staff,1996-10-25,72644
82614,Hiroyasu,Segond,Staff,1986-12-05,51556
37236,Ranan,Luby,Staff,1992-11-30,51628
499596,Gunilla,Falby,Staff,1987-11-22,40000
221035,Troy,Facello,Staff,1985-11-27,40000
228500,Martial,Fontet,Staff,1985-04-29,50587
203216,Seongbin,Hofman,Staff,1988-10-12,67596
86691,Kagan,Serdy,Staff,1987-06-28,57262
45965,Radoslaw,Fendler,Staff,1986-04-08,40000
82677,Adil,Decaestecker,Staff,1992-06-03,69183
86629,Yolla,Sommer,Staff,1987-02-20,50529
82683,Pantung,Dayang,Staff,1997-03-19,45702
267996,Tamiya,Kandlur,Staff,1994-02-23,54472
499898,Alagu,Azuma,Staff,1985-09-11,40000
82705,Ingmar,Ladret,Staff,1986-06-16,55678
499920,Christ,Murtagh,Staff,1986-04-17,73573
96751,Filipe,Lichtner,Staff,1987-09-14,52737
499922,Mitsuyuki,Doering,Staff,1986-07-03,50525
82708,Rajmohan,Basagni,Staff,1988-03-08,40000
499939,Haldun,Zaumen,Staff,1999-12-25,62807
217199,Miomir,Saoudi,Staff,1988-06-29,76934
499986,Nathan,Ranta,Staff,1985-08-11,91988
82721,Arvind,Showalter,Staff,1992-04-25,40000
200776,Sigeru,Merlo,Staff,1988-02-17,54093
203247,Anoosh,Heiserman,Staff,1990-07-14,61596
86617,Mingsen,Desikan,Staff,1991-09-22,59780
86608,Honglan,Shigei,Staff,1999-02-28,46653
207760,Hidde,Atchley,Staff,1993-11-14,41061
217198,Luigi,Chinen,Staff,1988-07-21,49741
203268,Uno,Poujol,Staff,1988-05-10,77285
86600,Baocai,Baba,Staff,1987-03-31,77554
10088,Jungsoon,Syrzycki,Staff,1988-09-02,65957
82774,Aral,Maierhofer,Staff,1988-02-28,59700
268021,Valeri,Waymire,Staff,1994-08-18,86371
10108,Lunjin,Giveon,Staff,1999-03-20,40000
82796,Bilhanan,Verhaegen,Staff,1987-03-27,40000
10126,Kayoko,Valtorta,Staff,1985-09-08,40000
232801,Krassimir,Legleitner,Staff,1994-11-11,96995
19114,Jayson,Pietracaprina,Staff,1990-03-05,71920
86573,Karlis,Yavatkar,Staff,1987-05-17,51946
28160,Krister,Kossowski,Staff,1989-11-01,40000
268057,Gennady,Cesareni,Staff,1993-11-09,51162
10149,Xiadong,Perry,Staff,1994-01-28,88740
203309,Constantine,Tsukuda,Staff,1990-11-26,58072
86549,Ute,Itzfeldt,Staff,1988-06-24,95410
82849,Makato,VanScheik,Staff,1985-10-12,40000
299225,Hilari,Lorho,Staff,1996-01-24,89587
86539,Adam,Junet,Staff,1988-10-06,40000
203346,Rildo,Liesche,Staff,1996-03-11,44923
86527,Toshiko,Pollacia,Staff,1994-01-07,41115
10233,Lein,Vendrig,Staff,1994-04-29,40000
45814,Zhenbing,Malabarba,Staff,1985-06-29,55267
203364,Spyrose,Herber,Staff,1987-09-15,58905
82858,True,Taubman,Staff,1986-06-25,62709
86499,Lech,Escriba,Staff,1988-01-09,56031
268075,Jongsuk,Harllee,Staff,1985-06-08,49534
10340,Djelloul,Laventhal,Staff,1988-03-30,68132
82889,Arif,Farrag,Staff,1997-01-16,74761
10355,Satyanarayana,Cochrane,Staff,1996-01-26,70434
19113,Persi,Bahr,Staff,1990-05-06,99390
203376,Rajmohan,Curless,Staff,1993-04-02,40000
45803,Padma,Lanzelotte,Staff,1993-09-21,94436
86479,Mohit,Restivo,Staff,1987-08-02,57989
12422,Berhard,Demos,Staff,1993-06-07,71376
100725,Zvonko,Maliniak,Staff,1994-09-26,87150
82906,Kristinn,Schwartzburd,Staff,1985-04-06,52333
86436,Hilari,Kropf,Staff,1994-06-15,65248
10453,Tsvetan,Matzel,Staff,1985-04-02,40000
413159,Atreye,Ligten,Staff,1995-03-11,40000
10463,Ung,Zaiane,Staff,1994-02-17,66480
10466,Jiakeng,Himler,Staff,1997-08-22,55318
203395,Leaf,Apsitis,Staff,1996-11-01,81993
203434,Yannik,Boreale,Staff,1988-09-15,80359
10591,Hidde,Hettesheimer,Staff,1987-06-18,55131
228542,Mack,Quadeer,Staff,1999-06-24,51057
82970,Qiwen,Servieres,Staff,1994-12-26,68081
203459,Lunjin,Juneja,Staff,1991-10-02,40000
10693,Berhard,Daescu,Staff,1986-01-08,40000
413160,Tadanori,Felcyn,Staff,1993-07-05,94214
10694,Rildo,Straney,Staff,1988-01-26,53020
45798,Gad,Plotkin,Staff,1987-06-08,40000
268138,Changho,Miara,Staff,1988-01-27,79907
86270,Prodip,Menhoudj,Staff,1985-08-30,70611
82998,Mary,Linares,Staff,1985-03-26,83031
299247,Takushi,Tchuente,Staff,1986-12-28,68949
10795,Supot,Naudin,Staff,1993-05-03,84206
