emp_no,first_name,last_name,title,from_date,to_date
230579,Shahar,Negoita,Senior Staff,1994-03-19,1995-03-19
230126,Bezalel,Radivojevic,Senior Staff,1988-07-02,1989-07-02
229690,Mokhtar,Sherertz,Senior Staff,1988-06-09,1989-06-09
229547,Moni,Schach,Senior Staff,1986-07-04,1987-07-04
229098,Berry,Yurek,Senior Staff,1995-08-16,1996-08-15
228554,Bilhanan,Brendel,Senior Staff,1990-12-23,1991-12-23
227901,Francesca,Azuma,Senior Staff,1996-06-08,1997-06-08
225438,Remmert,Quaggetto,Senior Staff,1992-04-28,1993-04-28
224934,George,Miake,Senior Staff,1988-01-02,1989-01-01
224390,True,Shobatake,Senior Staff,1996-05-17,1997-05-17
222701,Lein,Delaune,Senior Staff,1990-06-30,1991-06-30
221367,Saddek,Farris,Senior Staff,1990-11-06,1991-11-06
220611,Yuping,Babb,Senior Staff,1995-01-31,1996-01-31
220582,Poornachandra,Zielinski,Senior Staff,1996-02-13,1997-02-12
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,1999-02-23
219967,Susanna,Reeken,Senior Staff,1998-03-16,1999-03-16
218299,Almudena,Genin,Senior Staff,1986-09-26,1987-09-26
218100,Jiong,Garnham,Senior Staff,1990-01-02,1991-01-02
217800,Shay,Servieres,Senior Staff,1998-08-06,1999-08-06
217026,Otmar,Engberts,Senior Staff,1993-08-16,1994-08-16
216921,Lena,Lenart,Senior Staff,1990-12-25,1991-12-25
216054,Sahrah,Angiulli,Senior Staff,1986-07-31,1987-07-31
215629,Munehiro,Manders,Senior Staff,1987-05-18,1988-05-17
214391,Rayond,Klassen,Senior Staff,1993-09-11,1994-09-11
214215,Xiaoqiang,Cardazo,Senior Staff,1993-05-28,1994-05-28
212810,Qingxiang,Swan,Senior Staff,1990-10-04,1991-10-04
212154,Sailaja,Holburn,Senior Staff,1991-03-04,1992-03-03
210529,Adam,Besancenot,Senior Staff,1990-09-27,1991-09-27
210017,Shalesh,Lovengreen,Senior Staff,1990-09-29,1991-09-29
209681,Tianruo,Bratten,Senior Staff,1996-07-28,1997-07-28
209565,Dante,Covnot,Senior Staff,1989-05-28,1990-05-28
209443,Krassimir,Garnier,Senior Staff,1998-01-26,1999-01-26
208639,Larisa,Lukaszewicz,Senior Staff,1989-10-10,1990-10-10
208330,Shen,Flanders,Senior Staff,1989-07-03,1990-07-03
207980,Remko,Vieth,Senior Staff,1990-11-22,1991-11-22
207779,Chinya,Kamble,Senior Staff,1992-05-31,1993-05-31
207068,Zhiguo,Ariola,Senior Staff,1994-09-07,1995-09-07
206836,Guadalupe,Pfau,Senior Staff,1993-03-22,1994-03-22
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,2000-08-09
205699,Youjian,Yetto,Senior Staff,1994-12-07,1995-12-07
204246,Arve,Worfolk,Senior Staff,1985-04-01,1986-04-01
204133,Susuma,Bergere,Senior Staff,1996-02-25,1997-02-24
203720,Sasan,Thimonier,Senior Staff,1996-08-21,1997-08-21
202950,Giordano,Pietrzykowski,Senior Staff,1987-03-26,1988-03-25
202414,Zvonko,Murthy,Senior Staff,1992-01-07,1993-01-06
201709,Fan,Kakkad,Senior Staff,1988-02-25,1989-02-24
201708,Anneli,Perl,Senior Staff,1992-09-08,1993-09-08
200789,Susumu,Camurati,Senior Staff,1991-12-15,1992-12-14
200735,Dinah,Denos,Senior Staff,1992-09-21,1993-09-21
200267,Chuanti,Luff,Senior Staff,1994-09-21,1995-09-21
109620,Mani,Cannata,Senior Staff,1989-06-21,1990-06-21
109598,Stamatina,Auyong,Senior Staff,1988-07-05,1989-07-05
109547,Chenye,Zizka,Senior Staff,1986-02-22,1987-02-22
108091,Hisao,Ghemri,Senior Staff,1985-11-14,1986-11-14
107828,Ramya,Walston,Senior Staff,1989-02-03,1990-02-03
107792,Shahab,Crooks,Senior Staff,1992-03-18,1993-03-18
106710,Babette,Anandan,Senior Staff,1986-11-22,1987-11-22
106242,Nevio,Thisen,Senior Staff,1988-03-25,1989-03-25
105520,Haldun,Lienhardt,Senior Staff,1987-01-29,1988-01-29
104845,Werner,Lodder,Senior Staff,1992-06-17,1993-06-17
104133,Pranjal,Zyda,Senior Staff,1991-07-03,1992-07-02
103310,Visit,Swen,Senior Staff,1995-10-02,1996-10-01
103196,Djenana,Albarhamtoshy,Senior Staff,1988-07-16,1989-07-16
101902,Mantis,Millington,Senior Staff,1991-03-18,1992-03-17
101647,Mori,Homond,Senior Staff,1994-05-10,1995-05-10
99373,Xiaobin,Christianini,Senior Staff,1985-12-25,1986-12-25
98288,Sumali,Huttel,Senior Staff,1989-09-12,1990-09-12
97661,Avishai,Hegner,Senior Staff,1993-05-08,1994-05-08
97623,Haldon,Janetzko,Senior Staff,1990-09-11,1991-09-11
95920,Nobuyoshi,Hegner,Senior Staff,1994-09-07,1995-09-07
95314,Rasiah,Koblick,Senior Staff,1991-08-21,1992-08-20
94416,Aran,Cesareni,Senior Staff,1990-02-10,1991-02-10
92846,Anyuan,Kropatsch,Senior Staff,1986-09-05,1987-09-05
92841,Claude,Candan,Senior Staff,1993-08-04,1994-08-04
92685,Mang,Atchley,Senior Staff,1995-06-07,1996-06-06
92443,Girolamo,Bellmore,Senior Staff,1996-12-04,1997-12-04
91648,Dmitry,Msuda,Senior Staff,1988-10-22,1989-10-22
91172,Kazuhisa,Melter,Senior Staff,1987-07-16,1988-07-15
90692,Rajmohan,DasSarma,Senior Staff,1985-09-14,1986-09-14
90518,Fumiko,Chepyzhov,Senior Staff,1988-01-28,1989-01-27
90366,Magy,Eiron,Senior Staff,1998-08-03,1999-08-03
89941,Arnould,Weedman,Senior Staff,1989-07-28,1990-07-28
89590,Guther,Rothenberg,Senior Staff,1991-08-08,1992-08-07
89090,Tetsushi,Theuretzbacher,Senior Staff,1990-02-01,1991-02-01
88958,Vojin,Coombs,Senior Staff,1995-07-23,1996-07-22
88103,Goo,Bresenham,Senior Staff,1999-01-31,2000-01-31
87729,Yongmin,Roccetti,Senior Staff,1986-12-10,1987-12-10
87458,Mikhail,Gimbel,Senior Staff,1993-12-22,1994-12-22
86213,Kristine,Clemencon,Senior Staff,1990-04-22,1991-04-22
85874,Pasqua,Taubman,Senior Staff,1986-06-23,1987-06-23
85216,Ferdinand,Rosiles,Senior Staff,1997-07-08,1998-07-08
84163,Zejun,Roisin,Senior Staff,1997-05-26,1998-05-26
83941,Zsolt,Hagimont,Senior Staff,1996-10-08,1997-10-08
83544,Leaf,Baak,Senior Staff,1994-09-05,1995-09-05
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,1990-10-27
80731,Shaowen,Eldridge,Senior Staff,1987-12-05,1988-12-04
79895,Fei,Murtagh,Senior Staff,1986-01-19,1987-01-19
79310,Jeong,Cunliffe,Senior Staff,1996-10-27,1997-10-26
78171,Teiji,Hinsberger,Senior Staff,1997-01-25,1998-01-25
78106,Ashish,Ratnaker,Senior Staff,1986-11-10,1987-11-10
74668,Masako,Bonifati,Senior Staff,1987-04-09,1988-04-08
74598,Kolar,Garigliano,Senior Staff,1992-05-10,1993-05-10
71188,Pranjal,Schapiro,Senior Staff,1986-12-14,1987-12-14
71141,Sajjad,Vitiello,Senior Staff,1992-02-17,1993-02-16
71066,Domenick,Basart,Senior Staff,1996-01-05,1997-01-04
69867,Miyeon,Rothe,Senior Staff,1991-04-09,1992-04-08
69219,Shuky,Redmiles,Senior Staff,1994-07-06,1995-07-06
69052,Shietung,Shrader,Senior Staff,1995-08-05,1996-08-04
68168,Marl,Thiria,Senior Staff,1987-03-18,1988-03-17
67320,Sadok,Lorys,Senior Staff,1987-05-10,1988-05-09
65998,Mandell,Alameldin,Senior Staff,1989-04-08,1990-04-08
65883,Patricia,Pepe,Senior Staff,1991-04-19,1992-04-18
64632,Zsolt,Brender,Senior Staff,1996-02-21,1997-02-20
64209,Golgen,Schoegge,Senior Staff,1988-02-26,1989-02-25
63566,Heekeun,Slaats,Senior Staff,1999-01-12,2000-01-12
63444,Padma,Peres,Senior Staff,1985-02-20,1986-02-20
62384,Akeel,Litzler,Senior Staff,1999-10-23,2000-10-22
61377,Dannz,Ohori,Senior Staff,1988-01-18,1989-01-17
60959,Tetsushi,Sridhar,Senior Staff,1989-01-12,1990-01-12
60821,Moty,Mersereau,Senior Staff,1991-09-03,1992-09-02
58819,Gennady,Liesche,Senior Staff,1987-12-02,1988-12-01
58497,Yechiam,Cairo,Senior Staff,1996-07-12,1997-07-12
58147,Shigenori,Sullins,Senior Staff,1988-02-24,1989-02-23
57982,Paloma,Benzaken,Senior Staff,1989-10-17,1990-10-17
56428,Olivera,Hanabata,Senior Staff,1986-11-10,1987-11-10
56415,Sigeru,Nivat,Senior Staff,1991-10-24,1992-10-23
55857,Adin,Scallan,Senior Staff,1987-09-15,1988-09-14
55670,Ulf,Ranft,Senior Staff,1990-03-25,1991-03-25
54632,Etsuo,Serot,Senior Staff,1989-06-14,1990-06-14
53431,Sham,Vasanthakumar,Senior Staff,1985-10-24,1986-10-24
53278,Premsyl,Lortz,Senior Staff,1993-02-01,1994-02-01
52639,Arup,Colorni,Senior Staff,1996-02-05,1997-02-04
52590,Jouni,Munoz,Senior Staff,1995-11-26,1996-11-25
52386,Adas,Denti,Senior Staff,1986-05-30,1987-05-30
52283,Trygve,Krupka,Senior Staff,1994-03-11,1995-03-11
52040,Phule,Heijenga,Senior Staff,1992-02-22,1993-02-21
51502,Slavian,Munawer,Senior Staff,1999-08-06,2000-08-05
51057,Theirry,Albarhamtoshy,Senior Staff,1991-09-27,1992-09-26
49477,Baocai,Leaver,Senior Staff,1998-08-05,1999-08-05
48947,Filipp,Akaboshi,Senior Staff,1992-05-20,1993-05-20
48904,Yuichiro,Malabarba,Senior Staff,1994-03-07,1995-03-07
47708,Edwin,Haldar,Senior Staff,1995-07-12,1996-07-11
47016,Toong,Litecky,Senior Staff,1989-03-01,1990-03-01
46834,Tooru,Daescu,Senior Staff,1998-03-20,1999-03-20
46328,Wuxu,Trogemann,Senior Staff,1997-01-27,1998-01-27
44900,Mark,Schwaller,Senior Staff,1994-08-10,1995-08-10
43733,Huei,Boguraev,Senior Staff,1993-12-31,1994-12-31
42950,Shaleah,Eickenmeyer,Senior Staff,1993-10-09,1994-10-09
41609,Yucai,Simmen,Senior Staff,1987-10-13,1988-10-12
41137,Bikash,Buchter,Senior Staff,1987-11-23,1988-11-22
40773,Shimshon,Aingworth,Senior Staff,1986-04-13,1987-04-13
40765,Michaela,Ramsak,Senior Staff,1992-12-21,1993-12-21
39301,Rimon,Kawashima,Senior Staff,1992-02-06,1993-02-05
38168,Fumiko,Deverell,Senior Staff,1987-08-15,1988-08-14
37070,Jeong,Undy,Senior Staff,1985-02-13,1986-02-13
36626,Fen,Genin,Senior Staff,1986-05-09,1987-05-09
35793,Oscar,Kusalik,Senior Staff,1991-05-11,1992-05-10
35087,Leif,Ashish,Senior Staff,1994-10-14,1995-10-14
34505,Felicidad,Kumaresan,Senior Staff,1994-09-06,1995-09-06
34261,Kyoichi,Callaway,Senior Staff,1990-12-30,1991-12-30
34077,Angel,Sichman,Senior Staff,1988-11-16,1989-11-16
33025,Jessie,Thorelli,Senior Staff,1999-12-16,2000-12-15
32649,Ingmar,Nannarelli,Senior Staff,1988-06-10,1989-06-10
31341,Oksana,Zultner,Senior Staff,1991-03-23,1992-03-22
31170,Tuval,Waleschkowski,Senior Staff,1987-10-16,1988-10-15
31147,Divine,Sidhu,Senior Staff,1989-07-05,1990-07-05
30035,Tetsushi,Conta,Senior Staff,1995-07-04,1996-07-03
27767,Tooru,Veldwijk,Senior Staff,1993-11-21,1994-11-21
27686,Manu,Rosiles,Senior Staff,1998-03-03,1999-03-03
27378,Piyawadee,Leppanen,Senior Staff,1999-02-25,2000-02-25
26629,Nevin,Rodham,Senior Staff,1998-12-14,1999-12-14
26503,Shietung,Billingsley,Senior Staff,1998-11-07,1998-12-02
25488,Ingmar,Basawa,Senior Staff,1991-11-09,1992-11-08
24553,Anwar,Passafiume,Senior Staff,1987-01-30,1988-01-30
22415,Perla,Jumpertz,Senior Staff,1994-08-24,1995-08-24
21909,Mohammed,Brizzi,Senior Staff,1991-12-28,1992-12-27
21546,Yongmin,Lanteri,Senior Staff,1988-02-16,1989-02-15
20720,Heejo,Brodie,Senior Staff,1996-12-27,1997-05-17
20500,Christoph,Trystram,Senior Staff,1993-10-15,1994-10-15
20128,Kazunori,Peak,Senior Staff,1999-08-13,2000-08-12
20100,Utz,Heuter,Senior Staff,1986-06-15,1987-06-15
19350,Satoru,Yoshizawa,Senior Staff,1994-03-27,1995-03-27
18617,Surveyors,Crouzet,Senior Staff,1989-04-24,1990-04-24
17013,Morris,Garigliano,Senior Staff,1995-05-24,1996-05-23
15376,Geoff,Soicher,Senior Staff,1988-08-14,1989-08-14
14907,Nakhoon,Luga,Senior Staff,1986-12-18,1987-12-18
14551,Richard,Sinitsyn,Senior Staff,1993-06-27,1993-09-16
14158,Caolyn,Setiz,Senior Staff,1990-02-06,1991-02-06
14104,Sudhanshu,Demian,Senior Staff,1994-07-23,1995-07-23
11126,Hideo,Daescu,Senior Staff,1992-02-25,1993-02-24
11015,Jeanna,Riesenhuber,Senior Staff,1998-03-14,1999-03-14
10762,Lech,Himler,Senior Staff,1992-01-21,1993-01-20
489755,Matk,Chorvat,Staff,1994-12-30,1995-12-30
93549,Arie,Coullard,Staff,1991-04-15,1992-04-14
253707,Insup,Hainaut,Staff,1998-02-11,1999-02-11
220699,Nahid,Gyimothy,Staff,1995-08-18,1996-08-17
203474,Hugh,Jonsson,Staff,1991-07-06,1992-07-05
221973,Sangeeta,Kalefeld,Staff,1990-06-06,1991-06-06
222206,Stein,Uludag,Staff,1988-01-30,1989-01-29
202581,Dharmaraja,Merlo,Staff,1987-06-05,1988-06-04
222998,Leaf,Awdeh,Staff,1985-02-20,1986-02-20
457938,Arch,Picco,Staff,1993-06-07,1994-06-07
223593,Hidefumi,Moehrke,Staff,1998-03-04,1999-03-04
227681,Mikhail,Rousseau,Staff,1998-11-30,1999-11-30
227899,Garnik,Luce,Staff,1998-09-15,1999-09-15
228248,Yuriy,Plump,Staff,1988-09-08,1989-09-08
17447,Zengping,Boreale,Staff,1998-12-16,1999-12-16
458191,George,Atchley,Staff,1997-07-02,1998-07-02
201229,Alejandra,Khasidashvili,Staff,1994-07-30,1995-07-30
229248,Harjit,Terekhov,Staff,1995-10-19,1996-10-18
458726,Shahaf,Kitai,Staff,1986-12-26,1987-12-26
229364,Dulce,Magliocco,Staff,1987-02-13,1987-02-23
34780,Moni,Kohling,Staff,1994-07-21,1995-07-21
200176,Shahab,Luit,Staff,1985-11-20,1986-11-20
229404,Gilbert,Kilgour,Staff,1996-04-05,1997-04-05
109953,Godehard,Chorvat,Staff,1988-04-10,1989-04-10
230354,Yinghua,Lorho,Staff,1991-08-09,1992-08-08
230821,Toshiki,Raney,Staff,1997-07-03,1998-07-03
109652,Huan,Perko,Staff,1988-07-31,1989-07-31
459429,Mohit,Verhaegen,Staff,1992-05-27,1993-05-27
109611,Jamaludin,Lalonde,Staff,1994-07-09,1995-07-09
489756,Kersti,Miculan,Staff,1992-06-09,1993-06-09
109553,Xiaobin,DuBourdieux,Staff,1985-09-16,1986-09-16
230865,Takushi,Brattka,Staff,1999-03-09,2000-03-08
459846,Yuping,Sethi,Staff,1997-12-28,1998-12-28
109278,Bangqing,Schach,Staff,1988-03-22,1989-03-22
231069,Trygve,Siksek,Staff,1995-11-09,1996-11-08
231671,Chandrasekaran,Pearson,Staff,1995-04-14,1996-04-13
108988,Oksana,Baek,Staff,1989-07-20,1990-07-20
232458,Nikolaus,Yetto,Staff,1990-09-22,1991-09-22
108198,Randi,Samarati,Staff,1992-10-20,1993-10-20
460131,Adly,Hambrick,Staff,1997-07-25,1998-07-25
490240,Kazunori,Orlowska,Staff,1996-06-18,1997-06-18
499160,Urs,Rande,Staff,1990-01-25,1991-01-25
232496,Peternela,Klerer,Staff,1986-06-06,1987-06-06
233397,Fay,Sundgren,Staff,1990-07-07,1991-07-07
234278,Tzu,Impagliazzo,Staff,1990-11-14,1991-11-14
461270,Mrinalini,Mawatari,Staff,1996-01-03,1997-01-02
106695,Lijie,Garrabrants,Staff,1985-10-02,1986-10-02
235269,Keiichiro,Feldmann,Staff,1997-12-20,1998-12-20
33606,Clyde,Swift,Staff,1994-11-14,1995-11-14
235546,Tianruo,Speer,Staff,1985-10-30,1986-10-30
105936,Vidar,Thibadeau,Staff,1995-03-02,1996-03-01
236883,Huan,Olivero,Staff,1999-11-19,2000-11-18
462736,Larisa,Murtafg,Staff,1991-02-25,1992-02-25
236964,Adel,Foote,Staff,1998-08-19,1999-08-19
237289,Brendon,Fritzsche,Staff,1998-01-19,1999-01-19
237590,Annemarie,Irland,Staff,1991-07-30,1992-07-29
491494,Saniya,Broomell,Staff,1992-08-04,1993-08-04
238252,Uno,Suppi,Staff,1996-12-27,1997-12-27
239067,Tadahiko,Pocchiola,Staff,1996-04-02,1997-04-02
239244,Abdulla,Kitai,Staff,1987-02-20,1988-02-20
462795,Somnath,Cummings,Staff,1994-07-10,1995-07-10
32714,Radoslaw,Maliniak,Staff,1997-11-17,1998-11-17
239581,Guangming,Marquardt,Staff,1997-06-06,1998-06-06
239748,Bilhanan,Dusink,Staff,1988-06-04,1989-06-04
16461,Remmert,Schahn,Staff,1986-09-06,1987-09-06
32622,Piyush,Paciorek,Staff,1991-04-07,1991-08-07
101487,Abdelaziz,Sury,Staff,1991-01-31,1992-01-31
240132,Mizuhito,Kobara,Staff,1996-08-09,1997-08-09
240285,Kolar,Greenaway,Staff,1998-11-14,1999-11-14
241292,Uri,Lampe,Staff,1987-10-17,1988-10-16
241872,Bluma,Fetvedt,Staff,1992-02-03,1993-02-02
99654,Mahendra,Motley,Staff,1985-09-28,1986-09-28
99590,Dhritiman,Anily,Staff,1998-12-16,1999-12-16
241917,Wuxu,Poupard,Staff,1994-02-15,1995-02-15
463023,Itzchak,Penn,Staff,1999-01-21,2000-01-21
99057,Shugo,Reeken,Staff,1999-06-21,2000-06-20
98639,Florina,Assaf,Staff,1996-05-18,1997-05-18
98514,Giao,Junot,Staff,1999-07-01,2000-06-30
241952,Maya,Anandan,Staff,1996-06-28,1997-06-28
32347,Terresa,Peres,Staff,1990-09-15,1991-09-15
243576,Abdulah,Lodder,Staff,1996-11-10,1997-11-10
463099,Jinxi,Schmiedel,Staff,1990-09-21,1991-09-21
243898,Arch,Basawa,Staff,1998-05-10,1999-05-10
244308,Mokhtar,Rebaine,Staff,1991-07-23,1992-07-22
244624,Boaz,Seuren,Staff,1987-03-27,1988-03-26
245664,Manohar,Kilgore,Staff,1998-11-17,1999-11-17
246244,George,Casperson,Staff,2000-01-20,2001-01-19
246764,Shuzo,Czaja,Staff,1997-11-29,1998-11-29
464303,Abdelghani,Nyrup,Staff,1986-08-02,1987-08-02
246902,Shih,Shanbhogue,Staff,1998-04-19,1999-04-19
248094,Valeska,Lupu,Staff,1998-09-21,1999-09-21
248256,Sajjan,Falby,Staff,1996-08-29,1997-08-29
248758,Snehasis,Muhlberg,Staff,1991-07-16,1992-07-15
31568,Mark,Lalonde,Staff,1996-11-24,1997-11-24
249325,Ute,Pokrovskii,Staff,1997-06-09,1998-06-09
95181,Yishai,Cappelli,Staff,1997-01-30,1998-01-30
94787,Shigenori,Stanfel,Staff,1993-04-25,1994-04-25
251645,Bezalel,Tsunoo,Staff,1992-06-17,1993-06-17
94690,Kazuyasu,Sridhar,Staff,1999-12-22,2000-12-21
94442,Bilhanan,Marrakchi,Staff,1998-02-03,1999-02-03
464526,Berna,Comellas,Staff,1995-09-07,1996-09-06
94131,Bernardo,Vasanthakumar,Staff,1997-05-01,1997-07-20
254591,Mamdouh,Lodder,Staff,1986-03-23,1987-03-23
254821,Tonny,Couchot,Staff,1994-12-12,1995-12-12
492052,Udo,Ratnakar,Staff,1999-11-30,2000-11-29
465853,Kwan,Kampfer,Staff,1998-10-16,1999-10-16
256078,Duke,Picaronny,Staff,1995-03-23,1995-04-05
256837,Bezalel,Jording,Staff,1991-01-16,1992-01-16
10095,Hilari,Morton,Staff,1994-03-10,1995-03-10
256888,Heather,Pehl,Staff,1993-09-15,1994-09-15
257378,Pascal,Bernatsky,Staff,1988-09-03,1989-09-03
257624,Adhemar,Dalphin,Staff,1990-06-02,1991-06-02
15058,Bouchung,Bugrara,Staff,1990-06-18,1991-06-18
258363,Tayeb,Veevers,Staff,1986-10-10,1987-10-10
91415,Jamaludin,Nilsson,Staff,1987-01-15,1988-01-15
91333,Lobel,Stafford,Staff,1998-11-29,1999-11-29
258470,Weiwu,Butner,Staff,1995-02-14,1996-02-14
91256,Gunilla,Milicic,Staff,1998-01-09,1999-01-09
259042,Xiaoqiang,Farrow,Staff,1997-01-01,1998-01-01
259237,Palash,Gammage,Staff,1987-10-23,1988-10-22
30938,Yakkov,Samarati,Staff,1995-05-23,1996-05-22
466367,Hiroyasu,Strandh,Staff,1989-06-05,1990-06-05
260083,Kwok,Journel,Staff,1997-12-22,1998-12-22
466745,Boalin,Birsak,Staff,1995-10-16,1996-10-15
30484,Sailaja,Chvatal,Staff,1999-05-18,2000-05-17
260249,Vugranam,Beausoleil,Staff,1998-05-14,1999-05-14
260399,Hatem,Birsak,Staff,1989-04-10,1990-04-10
261990,Volkmar,Czaja,Staff,1992-04-01,1993-04-01
466911,Stepehn,Markovitch,Staff,1991-08-13,1992-08-12
262328,Mayuko,Vural,Staff,1997-12-24,1998-12-24
262741,Izaskun,Moffat,Staff,1987-04-30,1988-04-29
262861,Kayoko,Attimonelli,Staff,1992-10-14,1993-10-14
89664,Pranjal,Rossi,Staff,1998-07-07,1999-07-07
263012,Hideo,Buchter,Staff,1999-05-01,2000-04-30
89207,Along,Erol,Staff,1992-10-16,1993-10-16
89161,Conal,Yetto,Staff,1991-01-12,1992-01-12
263325,Dinkar,Sinicrope,Staff,1985-07-12,1985-12-22
263370,Shakhar,Ranze,Staff,1999-05-29,2000-05-28
493031,Hironoby,Jakobus,Staff,1991-07-30,1992-07-29
264322,Leandro,Swist,Staff,1991-01-06,1992-01-06
264715,Siddarth,Luke,Staff,1993-10-06,1994-07-06
88357,Manohar,Karcich,Staff,1998-08-07,1999-08-07
467591,Kiyotoshi,Hennebert,Staff,1997-09-21,1998-09-21
265794,Miquel,Halloran,Staff,1994-01-14,1995-01-14
467918,Tsuneo,Skrikant,Staff,1997-10-21,1998-10-21
266310,Zvonko,Serdy,Staff,1987-06-24,1988-06-23
267504,Mayuri,Flowers,Staff,1997-05-12,1998-05-12
87129,Keung,Neiman,Staff,1997-04-13,1998-04-13
86672,JoAnne,Anido,Staff,1995-09-15,1996-09-14
267667,Irena,Kaiserswerth,Staff,1987-09-05,1988-09-04
86422,Jaewon,Thummel,Staff,1985-09-14,1986-09-14
269568,Rimli,Walston,Staff,1996-01-28,1997-01-27
270716,Shunichi,Baer,Staff,1998-02-04,1999-02-04
469527,Halsur,Ibel,Staff,1998-03-05,1999-03-05
469805,Chaosheng,Shobatake,Staff,1991-07-03,1992-07-02
270821,Hatem,Bierbaum,Staff,1999-09-07,2000-04-11
85445,Yongdong,Pollock,Staff,1998-03-17,1999-03-17
85414,Chiradeep,Callaway,Staff,1999-07-30,2000-07-29
272599,Holgard,Hegner,Staff,1993-07-15,1994-07-15
84840,Sverrir,Neimat,Staff,1996-11-03,1997-11-03
273806,Hongzhu,Beetstra,Staff,1991-01-24,1992-01-24
84494,Janalee,Loncour,Staff,1986-04-12,1987-04-12
274071,Mingsen,Weiland,Staff,1995-10-12,1996-10-11
274271,Prodip,Ritcey,Staff,1986-09-10,1987-09-10
84256,Denny,Cheshire,Staff,1989-11-23,1990-11-23
84236,Eberhardt,Barriga,Staff,1987-06-04,1988-06-03
275495,Shen,Yamaashi,Staff,1995-02-19,1996-02-19
29265,Gilbert,Calkin,Staff,1988-03-21,1989-03-21
84029,Babette,Eugenio,Staff,1997-09-21,1998-09-21
29130,Xumin,Thorensen,Staff,1998-04-26,1999-04-26
276186,Sajjad,Vecchi,Staff,1993-06-02,1994-06-02
276868,Alois,Sanella,Staff,1998-03-13,1999-03-13
278239,Boaz,Bottner,Staff,1994-02-06,1995-02-06
278452,Sudhanshu,Toyoshima,Staff,1987-08-29,1988-08-28
278484,Koldo,Peternell,Staff,1992-11-05,1993-04-06
278536,Munenori,Shobatake,Staff,1992-01-10,1993-01-09
280029,Vasilii,Verhaegen,Staff,1991-03-25,1991-04-24
280070,Niteen,Ebeling,Staff,1988-03-29,1989-03-29
471552,Basem,Lortz,Staff,1997-10-25,1998-10-25
280291,Lenore,Badache,Staff,1998-11-24,1999-11-24
280525,Kish,Herbst,Staff,1996-08-18,1997-08-18
81644,Divine,Ghandeharizadeh,Staff,1997-11-28,1998-11-28
281180,Phillip,Fontet,Staff,1991-09-03,1992-09-02
282333,Nahla,Serdy,Staff,1993-09-09,1994-09-09
282585,Zijian,Lammel,Staff,1996-07-01,1997-07-01
282862,Chenxi,Pusterhofer,Staff,1996-06-02,1997-06-02
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,1995-10-03
286029,Jaques,Nanard,Staff,1996-07-16,1997-07-16
80745,Rimli,Huttel,Staff,1989-12-14,1990-12-14
286370,Toshimitsu,Seuren,Staff,1995-01-19,1996-01-19
80432,Stella,Figueira,Staff,1990-03-14,1991-03-14
80203,Shakhar,Baik,Staff,1993-12-01,1994-12-01
80067,Kazuhisa,Weiland,Staff,1985-11-09,1986-11-09
471939,Kazuhiko,Marshall,Staff,1999-11-16,2000-11-15
79763,Sanjoy,Barreiro,Staff,1988-04-09,1989-04-09
79722,Make,Remmers,Staff,1997-08-07,1998-08-07
79640,Marl,Litzkow,Staff,1991-10-12,1992-10-11
287323,Steve,Dengi,Staff,1999-09-15,2000-09-14
287327,Youjian,Felder,Staff,1993-07-15,1994-07-15
79190,Tsuneo,Servi,Staff,1999-06-30,2000-06-29
78469,Leucio,Cappelli,Staff,1997-08-22,1998-08-22
288134,IEEE,VanScheik,Staff,1992-02-11,1993-02-10
472440,Xuejia,Leppanen,Staff,1998-08-25,1999-08-25
78086,Fabrizio,Anick,Staff,1997-12-16,1998-05-02
288142,Shay,Heystek,Staff,1989-04-01,1990-04-01
77303,Xinglin,Birge,Staff,1992-03-05,1993-03-05
77157,Tesuro,Nicolson,Staff,1996-06-01,1997-06-01
288166,Masoud,Asmuth,Staff,1994-09-05,1995-09-05
288560,Yifei,Birjandi,Staff,1994-02-07,1995-02-07
288848,Vivian,Hennebert,Staff,1991-04-10,1992-04-09
289122,Nikolaus,Akaboshi,Staff,1990-09-20,1991-09-20
289807,Soenke,Lemarechal,Staff,1994-09-04,1995-09-04
289909,Hilari,Vecchio,Staff,1993-04-24,1994-04-24
290010,Fox,Lodder,Staff,1988-02-17,1989-02-16
75888,Marsal,Otillio,Staff,1994-01-23,1995-01-23
290075,Boalin,Byoun,Staff,1990-10-01,1991-10-01
290441,Gregory,Collavizza,Staff,1987-09-09,1988-09-08
291349,Constantijn,Rusterholz,Staff,1998-08-28,1998-11-13
291368,Gita,Rodier,Staff,1990-08-24,1991-08-24
10480,Make,Baba,Staff,1988-05-18,1989-05-18
473824,Shin,Puoti,Staff,1996-12-20,1997-12-20
292374,Shridhar,Chvatal,Staff,1989-10-02,1990-10-02
294446,Claudi,Ruemmler,Staff,1999-08-13,2000-08-12
295411,Chiranjit,Serot,Staff,1997-04-04,1998-04-04
296062,Shaz,Driscoll,Staff,1998-10-03,1999-10-03
297008,Boutros,Awdeh,Staff,1985-11-07,1986-11-07
72918,Takahira,Szilard,Staff,1988-01-16,1989-01-15
297474,Irena,Terkki,Staff,1998-03-11,1999-03-11
298479,Kamakshi,Badache,Staff,1996-06-11,1997-06-11
